measure,optim,mse,dates,resample,trend,N_iter,param
InflationTrimmedMeanEq,"(61.0f0, 76.0f0)",2.187383,Jan-2001:Dec-2010,ResampleSBB-36,TrendRandomWalk,125000,ParamTotalCPIRebase
