first,second
"Media Truncada Equiponderada (60.13, 86.58)",0.42559099197387695
"Media Truncada Equiponderada (57.71, 87.7)",0.4261472225189209
"Media Truncada Ponderada (17.12, 97.95)",0.6093177795410156
"Media Truncada Ponderada (39.49, 85.68)",3.0943105220794678
"Media Truncada Equiponderada (60.93, 76.09)",2.187382936477661
"Media Truncada Equiponderada (37.91, 94.58)",0.47375574707984924
