measure,optim,mse,dates,resample,trend,N_iter,param
InflationTrimmedMeanWeighted,"(17.23389f0, 97.624054f0)",0.45718595,Jan-2001:Dec-2010,ResampleScrambleVarMonths,TrendRandomWalk,125000,ParamTotalCPILegacyRebase
